Student,Gender,Beginner,Expert,Intermediate,No response,Novice,Proficient,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Week 1 quiz first score,Week 2 quiz first score,Week 3 quiz first score,Week 4 quiz first score,Week 5 quiz first score,Week 6 quiz first score,Week 7 quiz first score,Week 8 quiz first score,Week 9 quiz first score,Week 10 quiz first score,Week 11 quiz first score,Week 12 quiz first score,Week 13 quiz first score,Week 14 quiz first score,Week 15 quiz first score,Week 16 quiz first score,Week 1 hw first score,Week 2 hw first score,Week 3 hw first score,Week 4 hw first score,Week 5 hw first score,Week 7 hw first score,Week 8 hw first score,Week 9 hw first score,Week 10 hw first score,Week 11 hw first score,Week 13 hw first score,Week 14 hw first score,Week 15 hw first score,Week 1 quiz final score,Week 2 quiz final score,Week 3 quiz final score,Week 4 quiz final score,Week 5 quiz final score,Week 6 quiz final score,Week 7 quiz final score,Week 8 quiz final score,Week 9 quiz final score,Week 10 quiz final score,Week 11 quiz final score,Week 12 quiz final score,Week 13 quiz final score,Week 14 quiz final score,Week 15 quiz final score,Week 16 quiz final score,Week 1 hw final score,Week 2 hw final score,Week 3 hw final score,Week 4 hw final score,Week 5 hw final score,Week 7 hw final score,Week 8 hw final score,Week 9 hw final score,Week 10 hw final score,Week 11 hw final score,Week 13 hw final score,Week 14 hw final score,Week 15 hw final score,Week 1 quiz n sub before dl,Week 2 quiz n sub before dl,Week 3 quiz n sub before dl,Week 4 quiz n sub before dl,Week 5 quiz n sub before dl,Week 6 quiz n sub before dl,Week 7 quiz n sub before dl,Week 8 quiz n sub before dl,Week 9 quiz n sub before dl,Week 10 quiz n sub before dl,Week 11 quiz n sub before dl,Week 12 quiz n sub before dl,Week 13 quiz n sub before dl,Week 14 quiz n sub before dl,Week 15 quiz n sub before dl,Week 16 quiz n sub before dl,Week 1 hw n sub before dl,Week 2 hw n sub before dl,Week 3 hw n sub before dl,Week 4 hw n sub before dl,Week 5 hw n sub before dl,Week 7 hw n sub before dl,Week 8 hw n sub before dl,Week 9 hw n sub before dl,Week 10 hw n sub before dl,Week 11 hw n sub before dl,Week 13 hw n sub before dl,Week 14 hw n sub before dl,Week 15 hw n sub before dl,Week 1 quiz n sub after dl,Week 2 quiz n sub after dl,Week 3 quiz n sub after dl,Week 4 quiz n sub after dl,Week 5 quiz n sub after dl,Week 6 quiz n sub after dl,Week 7 quiz n sub after dl,Week 8 quiz n sub after dl,Week 9 quiz n sub after dl,Week 10 quiz n sub after dl,Week 11 quiz n sub after dl,Week 12 quiz n sub after dl,Week 13 quiz n sub after dl,Week 14 quiz n sub after dl,Week 15 quiz n sub after dl,Week 16 quiz n sub after dl,Week 1 hw n sub after dl,Week 2 hw n sub after dl,Week 3 hw n sub after dl,Week 4 hw n sub after dl,Week 5 hw n sub after dl,Week 7 hw n sub after dl,Week 8 hw n sub after dl,Week 9 hw n sub after dl,Week 10 hw n sub after dl,Week 11 hw n sub after dl,Week 13 hw n sub after dl,Week 14 hw n sub after dl,Week 15 hw n sub after dl,Week 1 quiz first sub,Week 2 quiz first sub,Week 3 quiz first sub,Week 4 quiz first sub,Week 5 quiz first sub,Week 6 quiz first sub,Week 7 quiz first sub,Week 8 quiz first sub,Week 9 quiz first sub,Week 10 quiz first sub,Week 11 quiz first sub,Week 12 quiz first sub,Week 13 quiz first sub,Week 14 quiz first sub,Week 15 quiz first sub,Week 16 quiz first sub,Week 1 hw first sub,Week 2 hw first sub,Week 3 hw first sub,Week 4 hw first sub,Week 5 hw first sub,Week 7 hw first sub,Week 8 hw first sub,Week 9 hw first sub,Week 10 hw first sub,Week 11 hw first sub,Week 13 hw first sub,Week 14 hw first sub,Week 15 hw first sub,Week 1 quiz last sub,Week 2 quiz last sub,Week 3 quiz last sub,Week 4 quiz last sub,Week 5 quiz last sub,Week 6 quiz last sub,Week 7 quiz last sub,Week 8 quiz last sub,Week 9 quiz last sub,Week 10 quiz last sub,Week 11 quiz last sub,Week 12 quiz last sub,Week 13 quiz last sub,Week 14 quiz last sub,Week 15 quiz last sub,Week 16 quiz last sub,Week 1 hw last sub,Week 2 hw last sub,Week 3 hw last sub,Week 4 hw last sub,Week 5 hw last sub,Week 7 hw last sub,Week 8 hw last sub,Week 9 hw last sub,Week 10 hw last sub,Week 11 hw last sub,Week 13 hw last sub,Week 14 hw last sub,Week 15 hw last sub,Score,Grade
S026,1,0,0,0,1,0,0,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,0.94,0.94,0.9,0.8,0.8,0.82,0.9,0.86,0.6,0.88,0.68,0.54,0.34,0.0,0.7,0.0,1.0,1.0,0.62,1.0,0.74,0.46,0.28,0.5,0.0,0.0,0.88,0.0,0.42,1.0,1.0,0.6,0.9,0.16,0.92,1.0,1.0,0.82,1.0,0.96,0.9,0.78,0.68,0.98,0.22,1.0,1.0,1.0,0.88,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83.04027777777777,17.355833333333333,6.5,14.695833333333333,42.29277777777778,8.848333333333333,40.73166666666667,15.384444444444444,6.2972222222222225,7.6675,6.954444444444444,3.9852777777777777,3.0780555555555558,4.842222222222222,7.773888888888889,5.371666666666667,83.1,7.5680555555555555,5.6825,7.395833333333333,14.694166666666666,5.3275,4.279166666666667,5.548055555555556,6.22,12.73638888888889,-24.0,-24.0,7.814722222222223,35.216944444444444,7.243611111111111,6.5,14.695833333333333,42.29277777777778,8.848333333333333,40.73166666666667,15.384444444444444,6.2972222222222225,7.6675,6.954444444444444,3.9852777777777777,3.0780555555555558,4.842222222222222,7.773888888888889,5.371666666666667,83.1,7.5680555555555555,5.6825,7.278888888888889,14.694166666666666,5.3275,4.279166666666667,5.548055555555556,6.22,12.73638888888889,-24.0,-24.0,7.814722222222223,68.9,D
S018,0,0,0,0,0,0,1,2,4,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,5,8,1,2,1,2,4,8,0.86,0.42,0.32,0.4,0.34,0.66,0.0,0.96,0.74,0.82,0.58,0.08,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.28,0.0,0.2,0.28,0.0,0.0,0.3,1.0,0.0,0.0,0.96,1.0,0.9,0.9,0.78,0.72,0.98,0.0,0.46,0.98,0.92,0.96,0.3,0.98,1.0,0.64,1.0,1.0,1.0,1.0,0.94,0.88,0.2,0.54,1.0,1.0,0.88,1.0,1.0,2,4,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,5,8,1,2,1,2,4,8,1,1,1,2,2,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,131.79861111111111,154.7252777777778,133.9788888888889,117.79666666666667,114.46055555555556,138.8177777777778,58.37861111111111,88.41444444444444,137.21083333333334,86.99555555555555,140.935,155.5475,92.31694444444445,90.84027777777777,87.81861111111111,70.02222222222223,129.08444444444444,154.77194444444444,87.99666666666667,117.8338888888889,114.94416666666666,57.27194444444444,44.499722222222225,136.20055555555555,84.01777777777778,134.73722222222221,91.18277777777777,86.79277777777777,85.38194444444444,131.55055555555555,138.22305555555556,133.9788888888889,117.50194444444445,114.46055555555556,138.59666666666666,58.37861111111111,88.41444444444444,137.21083333333334,86.99555555555555,140.935,155.5475,91.65277777777777,90.55333333333333,87.59722222222223,70.02222222222223,129.08444444444444,154.77194444444444,87.62416666666667,117.8338888888889,114.89527777777778,57.006388888888885,43.785833333333336,136.20055555555555,84.00194444444445,134.73722222222221,91.15777777777778,86.70861111111111,84.92611111111111,100.5,A
S070,1,0,0,1,0,0,0,3,0,2,1,1,1,1,1,1,1,0,2,0,1,0,0,1,0,1,1,0,4,1,2,1,0,2,1,2,0.96,0.0,0.0,0.8,0.58,0.7,0.66,0.66,0.64,0.96,0.92,0.76,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.5,0.62,0.5,0.44,0.0,1.0,0.62,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.98,0.0,0.66,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.84,3,0,2,1,1,1,1,1,1,1,0,2,0,1,0,0,1,0,1,1,0,4,1,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.37777777777777,-24.0,17.540277777777778,14.835555555555555,15.756944444444445,12.6975,13.640277777777778,21.71361111111111,10.053055555555556,6.975833333333333,-24.0,15.7275,-24.0,10.10388888888889,-24.0,-24.0,130.0811111111111,-24.0,9.66638888888889,10.553333333333333,-24.0,8.551111111111112,9.674722222222222,10.306111111111111,7.150833333333333,-24.0,10.925833333333333,8.251111111111111,8.85138888888889,130.8461111111111,-24.0,14.811666666666667,14.835555555555555,15.756944444444445,12.6975,13.640277777777778,21.71361111111111,10.053055555555556,6.975833333333333,-24.0,14.813333333333333,-24.0,10.10388888888889,-24.0,-24.0,130.0811111111111,-24.0,9.66638888888889,10.553333333333333,-24.0,8.386666666666667,9.674722222222222,10.190277777777778,7.150833333333333,-24.0,10.908611111111112,8.251111111111111,8.826666666666666,57.54,E
S141,0,0,0,0,0,0,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,7,5,10,10,13,1,6,10,1,2,1,0.86,0.82,0.56,0.52,0.54,0.96,0.96,0.66,0.68,0.92,0.78,0.68,0.74,0.64,0.72,0.68,1.0,0.94,0.1,0.4,0.36,0.34,0.0,0.5,0.94,0.7,0.78,0.24,0.34,0.92,0.76,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.96,1.0,0.9,0.9,0.86,0.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,7,5,10,10,13,1,6,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.21527777777777,16.85527777777778,44.76361111111111,44.64555555555555,19.258333333333333,18.9475,19.455277777777777,19.68138888888889,20.978055555555557,19.91,20.366666666666667,16.398888888888887,19.860555555555557,20.565277777777776,20.33,15.613333333333333,106.95972222222223,16.886666666666667,42.63638888888889,43.151944444444446,17.344166666666666,19.684722222222224,18.32,19.215555555555557,16.920833333333334,17.156388888888888,15.881666666666666,17.205833333333334,16.769166666666667,107.22055555555555,16.85527777777778,44.76361111111111,44.64555555555555,18.726388888888888,18.9475,19.455277777777777,19.68138888888889,20.978055555555557,19.306944444444444,20.366666666666667,16.398888888888887,18.72388888888889,20.06388888888889,20.33,14.773333333333333,106.95972222222223,16.886666666666667,42.10861111111111,42.95361111111111,16.90361111111111,19.468055555555555,17.34138888888889,19.215555555555557,16.7925,16.24361111111111,15.881666666666666,17.135277777777777,16.769166666666667,100,A
S384,1,0,0,1,0,0,0,3,3,2,3,2,2,2,2,2,3,2,2,2,2,1,1,2,2,1,1,4,6,1,0,5,3,5,8,11,0.54,0.82,0.82,0.9,0.84,0.9,0.9,0.96,0.62,0.8,0.88,0.96,0.7,0.7,0.7,0.68,1.0,1.0,0.8,0.66,0.0,0.76,0.62,0.6,0.0,0.48,0.56,0.0,0.66,0.96,1.0,1.0,0.88,0.96,1.0,0.0,0.96,0.88,0.96,0.88,0.92,0.94,0.62,0.68,0.56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,1.0,0.48,1.0,0.24,0.66,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,4,6,1,0,5,3,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.79666666666667,19.00861111111111,15.14638888888889,10.853333333333333,131.73305555555555,13.108055555555556,15.076944444444445,79.32388888888889,10.202222222222222,55.335,14.928611111111111,11.892777777777777,4.648611111111111,100.5775,31.446944444444444,38.19027777777778,104.94833333333334,17.920833333333334,9.299166666666666,5.657777777777778,65.93083333333334,12.372222222222222,13.386111111111111,-24.0,14.171111111111111,13.976944444444445,3.2419444444444445,5.2316666666666665,14.513333333333334,106.91638888888889,19.00861111111111,15.14638888888889,8.971666666666666,131.73305555555555,13.108055555555556,15.076944444444445,79.32388888888889,10.202222222222222,14.551944444444445,14.928611111111111,11.892777777777777,4.648611111111111,100.5775,31.446944444444444,38.19027777777778,104.83361111111111,17.66,9.299166666666666,5.657777777777778,65.16527777777777,11.967777777777778,13.386111111111111,-24.0,13.203055555555556,13.689444444444444,2.736666666666667,4.9527777777777775,12.855277777777777,74.57,C
S033,1,0,0,1,0,0,0,2,1,2,1,1,1,1,1,1,1,1,0,1,1,0,0,2,1,1,1,1,1,0,0,1,0,0,0,0,0.0,0.8,0.8,0.9,0.68,0.84,0.96,0.96,0.0,0.0,0.92,0.9,0.86,0.88,0.0,0.6,0.0,1.0,0.8,0.64,0.0,0.96,0.76,0.72,0.0,0.0,0.56,0.0,0.0,0.88,0.94,0.0,0.22,0.66,0.86,0.88,0.22,0.0,0.82,0.74,0.0,0.44,0.52,0.0,0.0,1.0,1.0,0.0,0.42,0.9,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,1,1,1,1,1,1,1,0,1,1,0,0,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.88055555555556,13.220833333333333,31.89666666666667,15.75388888888889,4.268611111111111,6.966666666666667,29.329722222222223,5.134444444444444,7.487777777777778,39.78055555555556,8.721944444444444,-24.0,37.827222222222225,5.139722222222222,-24.0,-24.0,109.38416666666667,7.474444444444444,14.660833333333333,5.282222222222222,2.3505555555555557,19.153333333333332,-24.0,-24.0,3.6577777777777776,-24.0,-24.0,-24.0,-24.0,6.499722222222222,13.220833333333333,21.104166666666668,15.75388888888889,4.268611111111111,6.966666666666667,29.329722222222223,5.134444444444444,7.487777777777778,39.78055555555556,8.721944444444444,-24.0,37.827222222222225,5.139722222222222,-24.0,-24.0,109.2675,7.474444444444444,14.660833333333333,5.282222222222222,2.3505555555555557,19.153333333333332,-24.0,-24.0,3.6577777777777776,-24.0,-24.0,-24.0,-24.0,80.97,B
S089,0,0,0,0,1,0,0,0,0,3,2,1,1,1,1,1,1,1,2,2,1,1,0,1,1,4,13,4,8,4,0,4,10,5,1,5,0.92,0.7,0.62,0.76,0.46,0.98,0.98,0.82,0.9,0.48,0.74,0.0,0.0,0.0,0.78,0.0,0.52,1.0,0.9,1.0,0.68,0.88,0.66,0.82,0.22,0.48,0.0,0.0,0.0,0.9,0.92,0.98,0.0,0.64,1.0,0.9,0.92,0.94,0.0,0.6,0.34,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,3,2,1,1,1,1,1,1,1,2,2,1,1,0,0,0,4,13,4,8,4,0,4,10,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.0,-24.0,157.315,71.45222222222222,91.38083333333333,108.00472222222223,37.460277777777776,6.440555555555555,39.755833333333335,69.89222222222222,137.39527777777778,22.883333333333333,46.91027777777778,24.58861111111111,11.041666666666666,-24.0,-24.0,-24.0,156.1327777777778,108.07083333333334,90.53694444444444,60.79138888888889,4.98,-24.0,6.741944444444444,108.10027777777778,1.681111111111111,7.599166666666667,9.565555555555555,-24.0,-24.0,156.92361111111111,71.25583333333333,91.38083333333333,108.00472222222223,37.460277777777776,6.440555555555555,39.755833333333335,69.89222222222222,137.39527777777778,22.45916666666667,1.4944444444444445,24.58861111111111,11.041666666666666,-24.0,-24.0,-24.0,10.440833333333334,13.126666666666667,90.08416666666666,10.762777777777778,4.891944444444444,-24.0,6.653333333333333,1.2572222222222222,1.6025,7.599166666666667,9.3325,85.13,B
S317,0,0,0,1,0,0,0,3,5,5,4,4,4,2,3,4,4,3,3,3,1,2,3,1,1,1,3,9,3,5,3,2,1,2,3,3,0.86,0.9,0.7,0.6,0.88,0.84,0.98,0.9,0.68,0.74,0.9,0.82,0.26,0.78,0.58,0.58,1.0,0.76,0.68,0.36,0.48,0.46,0.0,0.32,0.0,0.3,0.0,0.76,1.0,0.06,0.82,0.88,0.96,0.96,0.98,1.0,0.92,0.94,0.96,1.0,0.88,0.98,0.9,0.96,0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,4,3,3,4,2,3,4,4,3,3,3,1,2,2,1,1,1,3,9,3,5,3,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.536111111111111,40.00055555555556,37.27333333333333,35.534444444444446,57.522222222222226,38.21388888888889,110.2688888888889,87.355,91.09222222222222,33.839444444444446,105.51277777777777,113.59611111111111,116.53666666666666,88.62916666666666,92.11,84.66888888888889,10.306944444444444,12.526666666666667,11.013055555555555,11.035833333333333,10.83611111111111,88.69611111111111,84.69666666666667,85.18861111111111,20.77777777777778,90.00416666666666,114.23222222222222,85.9786111111111,90.1438888888889,9.331388888888888,39.10916666666667,34.75805555555556,34.85805555555555,56.39833333333333,10.87,110.165,87.08527777777778,89.15777777777778,32.91027777777778,104.91916666666667,113.07166666666667,114.89888888888889,88.62916666666666,91.84666666666666,84.00194444444445,10.306944444444444,12.526666666666667,11.013055555555555,10.338333333333333,10.450277777777778,87.015,83.33833333333334,85.02694444444444,20.73638888888889,90.00416666666666,114.05805555555555,85.92694444444444,89.75027777777778,101,A
S287,0,0,0,0,0,1,0,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,3,1,2,2,2,6,2,4,8,9,0,2,0,0,0.86,0.88,0.76,0.7,0.74,0.82,0.0,1.0,0.76,0.82,0.76,0.86,0.68,0.66,0.74,0.6,0.52,1.0,0.8,1.0,0.52,0.0,0.0,1.0,0.56,0.48,0.88,0.24,0.88,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.0,0.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,6,2,4,8,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.00111111111111,17.767222222222223,10.171388888888888,16.9975,13.854444444444445,16.48472222222222,1.5480555555555555,9.723888888888888,11.674444444444445,16.321944444444444,12.3525,14.408888888888889,12.268055555555556,9.33361111111111,9.376944444444444,12.006388888888889,80.29,20.578611111111112,9.161666666666667,11.599166666666667,17.100277777777777,0.25027777777777777,8.373333333333333,12.693333333333333,33.76,-24.0,12.303333333333333,-24.0,-24.0,80.00111111111111,16.991666666666667,10.171388888888888,16.9975,13.854444444444445,16.48472222222222,1.5480555555555555,9.723888888888888,7.6025,16.321944444444444,12.3525,14.408888888888889,12.268055555555556,8.160277777777777,8.360555555555555,4.243055555555555,80.29,20.155,8.557777777777778,10.4,14.836388888888889,0.08555555555555555,7.345833333333333,7.383611111111111,8.222222222222221,-24.0,12.283333333333333,-24.0,-24.0,76.26,C
S243,0,0,0,0,0,1,0,1,3,6,4,3,3,1,1,1,1,1,1,1,1,1,1,3,4,14,1,6,4,11,2,1,1,3,1,0,0.64,0.88,0.82,0.9,0.94,0.9,1.0,1.0,0.88,0.86,1.0,0.9,0.92,0.7,0.78,0.68,0.52,1.0,0.52,0.88,0.58,0.84,0.76,0.78,0.38,0.0,1.0,1.0,0.84,0.76,0.98,0.56,0.8,0.9,0.98,0.76,0.0,0.22,0.8,0.44,0.48,0.48,0.46,0.7,0.58,1.0,0.96,0.32,0.66,0.06,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.16,1,3,6,4,3,3,1,1,1,1,1,1,1,1,1,1,3,4,14,1,6,4,11,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.45305555555555,45.841944444444444,68.92138888888888,136.17194444444445,136.4622222222222,41.68055555555556,7.302222222222222,8.257777777777777,12.113055555555556,10.171111111111111,10.811111111111112,10.100833333333334,42.18,84.73472222222222,6.783333333333333,10.307222222222222,99.83638888888889,40.12444444444444,151.66444444444446,88.05833333333334,81.8638888888889,7.453055555555555,8.7675,10.376111111111111,7.475555555555555,7.871944444444445,7.621388888888889,9.749444444444444,-24.0,104.45305555555555,45.06,64.76138888888889,135.635,66.655,7.376111111111111,7.302222222222222,8.257777777777777,12.113055555555556,10.171111111111111,10.811111111111112,10.100833333333334,42.18,84.73472222222222,6.783333333333333,10.307222222222222,85.39805555555556,40.05638888888889,108.71277777777777,88.05833333333334,81.51805555555555,7.371944444444445,8.314444444444444,10.36111111111111,7.475555555555555,7.871944444444445,7.591388888888889,9.749444444444444,-24.0,91.4,A
S453,0,0,0,1,0,0,0,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,3,4,8,5,9,2,3,1,0,0.78,0.66,0.58,0.62,0.58,0.92,0.88,0.7,0.0,0.64,0.86,0.66,0.58,0.58,0.6,0.62,0.0,0.86,0.56,0.88,0.32,0.04,0.62,0.0,0.56,0.24,0.12,0.0,0.84,0.0,0.64,0.76,0.8,0.7,0.84,1.0,0.0,0.0,0.0,0.64,0.78,0.3,0.62,0.8,0.64,0.0,1.0,0.9,1.0,0.9,0.88,0.48,0.0,0.0,1.0,1.0,0.5,0.84,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,15,1,3,4,8,5,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.065277777777778,13.266111111111112,12.465277777777779,29.103055555555557,43.806666666666665,38.99805555555555,63.82666666666667,42.78472222222222,42.93611111111111,5.122777777777777,135.50166666666667,5.86,12.62888888888889,12.648333333333333,1.7544444444444445,-24.0,4.080277777777778,13.32,15.435555555555556,29.20611111111111,82.995,60.52361111111111,43.89666666666667,43.47888888888889,3.5375,135.61694444444444,34.50222222222222,11.954722222222221,-24.0,3.4766666666666666,13.266111111111112,7.048333333333333,29.103055555555557,43.161944444444444,38.99805555555555,63.82666666666667,42.78472222222222,42.93611111111111,5.122777777777777,135.50166666666667,5.86,12.62888888888889,12.648333333333333,1.7544444444444445,-24.0,4.080277777777778,13.32,7.636666666666667,29.20611111111111,82.59666666666666,60.28,42.815555555555555,43.36972222222222,2.225277777777778,135.5311111111111,11.169166666666667,11.954722222222221,-24.0,94.4,A
S323,0,0,0,0,0,0,1,3,3,3,2,1,1,1,3,2,1,1,2,1,1,0,0,3,4,6,3,6,9,5,5,7,2,3,1,0,0.86,0.38,0.82,0.72,0.86,1.0,0.94,0.58,0.18,0.76,0.96,0.9,1.0,0.92,1.0,1.0,1.0,0.96,0.76,1.0,0.94,0.0,0.04,0.0,0.06,1.0,0.78,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.78,1.0,1.0,0.76,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,3,3,2,1,1,1,3,2,1,1,1,1,1,0,0,3,4,6,3,6,9,5,5,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.96083333333334,66.59666666666666,14.256666666666666,22.004166666666666,8.058055555555555,5.079166666666667,6.575833333333334,88.42416666666666,17.515,30.781666666666666,10.463333333333333,10.720555555555556,8.06611111111111,8.251944444444444,-24.0,-24.0,2.028611111111111,7.1786111111111115,7.915277777777778,8.711666666666666,5.091666666666667,5.958055555555555,11.724444444444444,4.470555555555555,1.8811111111111112,4.743333333333333,7.703055555555555,5.81,-24.0,84.47972222222222,6.666388888888889,9.02,20.92888888888889,8.058055555555555,5.079166666666667,6.575833333333334,15.483611111111111,6.708333333333333,30.781666666666666,10.463333333333333,10.720555555555556,8.06611111111111,8.251944444444444,-24.0,-24.0,2.0,7.0808333333333335,6.063611111111111,6.421388888888889,3.588611111111111,2.9583333333333335,3.2066666666666666,4.291666666666667,1.3405555555555555,3.477777777777778,5.407777777777778,5.81,-24.0,71.56,C
S225,0,0,0,0,0,1,0,1,2,2,2,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,2,1,0,0.56,0.76,0.62,0.2,0.0,0.0,0.0,0.0,0.76,0.8,0.84,0.7,0.46,0.44,0.76,0.0,1.0,1.0,0.8,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.44,0.12,1.0,1.0,0.96,0.8,0.7,0.9,0.96,0.0,0.0,0.94,0.98,0.98,1.0,0.0,0.98,0.92,0.88,1.0,1.0,1.0,0.76,0.68,0.0,0.0,0.0,0.84,1.0,0.0,1.0,0.68,1,2,2,2,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.20833333333333,8.016388888888889,15.144166666666667,11.921111111111111,11.939166666666667,19.124166666666667,19.028333333333332,-24.0,10.354444444444445,14.41,-24.0,18.2425,9.605277777777777,11.047777777777778,-24.0,15.403611111111111,105.57833333333333,6.288333333333333,-24.0,10.539444444444445,11.955277777777777,5.381944444444445,-24.0,10.366944444444444,10.2725,-24.0,11.123055555555556,11.077222222222222,-24.0,107.20833333333333,7.5280555555555555,10.6275,11.134166666666667,11.939166666666667,19.124166666666667,19.028333333333332,-24.0,10.354444444444445,14.41,-24.0,18.2425,9.605277777777777,11.047777777777778,-24.0,15.403611111111111,105.57833333333333,6.288333333333333,-24.0,10.539444444444445,11.955277777777777,5.381944444444445,-24.0,10.366944444444444,10.2725,-24.0,9.815555555555555,11.077222222222222,-24.0,88.92,B
